Fraktion;Name;Date;Policy_area_1;Policy_area_2;Policy_area_3;Policy_area_4;Policy_area_5;Policy_area_6;Policy_area_7;Yes_party;No_party;Abstain_party;Absent_party;Yes_share;Party_yes;Opposition;Gov_votes;Gov_Yes;partyabbrev;edate;date;rile;pervote;Rel_Seats;Date_new;Corona;Corona_dur;Health;Days_next_ele;Rile_Dist
AfD;Einführung eines inklusiveren Wahlrechts;15. März 2019;Gesellschaftspolitik; soziale Gruppen; Politisches Leben; Parteien; Recht;NA;NA;  0;  0; 66;24;NA;NA;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-03-15;0;-352;0;926;26,770
AfD;Corona-Maßnahmen zum Schutz der Bevölkerung;14. Mai 2020;Gesundheit; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0; 79;  0;10;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-05-14;1;74;1;500;26,770
AfD;Aufnahme von EU-Beitrittsverhandlungen mit Nordmazedonien;26. September 2019;Europapolitik und Europäische Union;NA;NA;NA;NA;NA;NA;  0; 76;  1;14;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-09-26;0;-157;0;731;26,770
AfD;Diätenanpassung der Abgeordneten;13. Dezember 2017;Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;NA;  0; 87;  0; 4;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2017-12-13;0;-809;0;1383;26,770
AfD;Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 89;  0; 3;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2017-12-12;0;-810;0;1384;26,770
AfD;Beteiligung am Europäischen Corona-Stabilitätsmechanismus;14. Mai 2020;Europapolitik und Europäische Union; Gesundheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0;160;  0;18;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-05-14;1;74;0;500;26,770
AfD;Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA; 74;  7;  1; 9;0,91358025; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-05-09;0;-297;0;871;26,770
AfD;Bundeshaushalt 2019: Etat des Bundeskanzleramtes;21. November 2018;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;NA;  0; 73;  0;15;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-11-21;0;-466;0;1040;26,770
AfD;Einführung einer Stiftung für Engagment und Ehrenamt;30. Januar 2020;Gesellschaftspolitik; soziale Gruppen;NA;NA;NA;NA;NA;  0; 76;  3;10;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-01-30;0;-31;0;605;26,770
AfD;Bundeshaushalt 2019;23. November 2018;Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten; Wirtschaft;NA;NA;NA;  0; 78;  0;10;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-11-23;0;-464;0;1038;26,770
AfD;Verlängerung Ausbildungsfortsetzung Irak;12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0;180;  0; 4;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2017-12-12;0;-810;0;1384;26,770
AfD;Erhöhung der Freigrenze beim Solidaritätszuschlag;14. November 2019;Neue Bundesländer; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;  0; 83;  0; 6;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-11-14;0;-108;0;682;26,770
AfD;Asyl- und Aufenthaltsrecht: Durchsetzung der Ausreisepflicht ;07. Juni 2019;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;  1; 27; 49;11;0,03571429; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-06-07;0;-268;0;842;26,770
AfD;Aufnahme von EU-Beitrittsverhandlungen mit Albanien;26. September 2019;Europapolitik und Europäische Union;NA;NA;NA;NA;NA;NA;  0; 76;  1;14;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-09-26;0;-157;0;731;26,770
AfD;Anti-IS-Einsatz der Bundeswehr im Irak;22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 85;  0; 7;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-03-22;0;-710;0;1284;26,770
AfD;"Verlängerung des Bundeswehreinsatzes in Südsudan (""Unmiss"")";21. März 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 73; 10;  0; 7;0,87951807; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-03-21;0;-346;0;920;26,770
AfD;Ausschluss der NPD von der Parteienfinanzierung;26. April 2018;Innere Sicherheit; Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Politisches Leben; Parteien;NA;  1;  0; 71;13;1,00000000; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-04-26;0;-675;0;1249;26,770
AfD;Fahrverbote für Dieselfahrzeuge einschränken;14. März 2019;Innere Angelegenheiten; Umwelt; Verkehr;NA;NA;NA;NA; 86;  0;  0; 5;1,00000000; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-03-14;0;-353;0;927;26,770
AfD;"Verlängerung des Bundeswehreinsatzes im Mittelmeer (""Sea Guardian"")";21. Februar 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0;172;  0;10;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-02-21;0;-374;0;948;26,770
AfD;Verlängerung des Bundeswehreinsatzes vor der libanesischen Küste (UNIFIL 2020/2021);17. Juni 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 79;  0; 7;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-06-17;1;108;0;466;26,770
AfD;Einsatz der Bundeswehr in Afghanistan verlängern;21. März 2019;Außenpolitik und internationale Beziehungen; Gesellschaftspolitik; soziale Gruppen; Verteidigung;NA;NA;NA;  0; 85;  0; 6;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-03-21;0;-346;0;920;26,770
AfD;Grundgesetzänderung zur stärkeren Entlastung der Kommunen in der COVID-19-Pandemie;17. September 2020;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten;NA;NA;NA;  1; 58;  0;23;0,01694915; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-09-17;1;200;0;374;26,770
AfD;"Forsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer";13. März 2020;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 66;  0;23;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-03-13;1;12;0;562;26,770
AfD;Verlängerung der Ferkelkastration ohne Betäubung;29. November 2018;Landwirtschaft und Ernährung; Naturschutz;NA;NA;NA;NA;NA; 65;  7;  8;11;0,90277778; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-11-29;0;-458;0;1032;26,770
AfD;Bundeshaushalt 2020;29. November 2019;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 82;  0; 8;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-11-29;0;-93;0;667;26,770
AfD;Änderung des Marktorganisationsgesetzes;21. März 2019;Außenwirtschaft; Öffentliche Finanzen; Steuern und Abgaben; Staat und Verwaltung;NA;NA;NA;160;  0;  0;16;1,00000000; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-03-21;0;-346;0;920;26,770
AfD;Verstärkte deutsch-französische parlamentarische Zusammenarbeit;20. März 2019;Außenpolitik und internationale Beziehungen; Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;  0; 85;  0; 5;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-03-20;0;-347;0;921;26,770
AfD;Verlängerung der Bundeswehrbeteiligung an NATO-Operation SEA GUARDIAN (2017);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 84;  2;  0; 4;0,97674419; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2017-12-12;0;-810;0;1384;26,770
AfD; Verlängerung des Bundeswehreinsatzes im Mittelmeer (EUNAVFOR MED) (2018);14. Juni 2018;Verteidigung;NA;NA;NA;NA;NA;NA;  0;160;  0;20;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-06-14;0;-626;0;1200;26,770
AfD;Fortsetzung des Bundeswehreinsatzes in Afghanistan;13. März 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 67;  0;22;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-03-13;1;12;0;562;26,770
AfD;Mehr Länderkompetenz bezüglich der Grundsteuer;18. Oktober 2019;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Raumordnung; Bau- und Wohnungswesen; Regionales;  0; 84;  0; 7;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-10-18;0;-135;0;709;26,770
AfD;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2020/2021);29. Mai 2020;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 80;  0; 9;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-05-29;1;89;0;485;26,770
AfD;Umsetzung der EU-Richtlinie: mehr Rechte für Arbeitnehmer:innen aus dem EU-Ausland;18. Juni 2020;Arbeit und Beschäftigung; Europapolitik und Europäische Union; Wirtschaft;NA;NA;NA;NA;  0; 84;  0; 5;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-06-18;1;109;0;465;26,770
AfD;Haushalt 2018 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes;04. Juli 2018;Öffentliche Finanzen; Steuern und Abgaben; Haushalt;NA;NA;NA;NA;  0; 85;  0; 6;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-07-04;0;-606;0;1180;26,770
AfD;Fortsetzung des Bundeswehreinsatzes in Darfur;21. März 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 73; 12;  0; 5;0,85882353; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-03-21;0;-346;0;920;26,770
AfD;Zugang zum Sozialschutz für Arbeitnehmer und Selbstständige verbessern;11. April 2019;Gesellschaftspolitik; soziale Gruppen; Soziale Sicherung;NA;NA;NA;NA;  0; 68;  0;20;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-04-11;0;-325;0;899;26,770
AfD;Verlängerung des Anti-IS-Einsatzes der Bundeswehr im Irak;18. Oktober 2018;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 79;  0;12;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-10-18;0;-500;0;1074;26,770
AfD;Änderung des Bundeswahlgesetzes;08. Oktober 2020;Parlamentsangelegenheiten; Recht;NA;NA;NA;NA;NA;  0;158;  0;20;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-10-08;1;221;0;353;26,770
AfD;Masernimpfpflicht in Gemeinschaftseinrichtungen;14. November 2019;Familie; Gesundheit; Innere Angelegenheiten;NA;NA;NA;NA;  3; 67; 11; 8;0,04285714; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-11-14;0;-108;0;682;26,770
AfD;Umsetzung des Klimaschutzprogramms 2030;19. Dezember 2019;Energie; Umwelt; Wirtschaft;NA;NA;NA;NA;  0;154;  0;22;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-12-19;0;-73;0;647;26,770
AfD;Ausweitung des Ausbildungseinsatzes der Bundeswehr in Afghanistan;22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 82;  0;10;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-03-22;0;-710;0;1284;26,770
AfD;Änderung des Grundgesetzes - Bildung, Bau und Verkehr;29. November 2018;Innere Angelegenheiten; Parlamentsangelegenheiten; Recht;NA;NA;NA;NA;  0;158;  0;18;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-11-29;0;-458;0;1032;26,770
AfD;Erhöhung der Luftverkehrssteuer;15. November 2019;Energie; Öffentliche Finanzen; Steuern und Abgaben; Naturschutz; Verkehr;NA;NA;  0; 73;  0;18;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-11-15;0;-107;0;681;26,770
AfD;Gezielte Einwanderung in den deutschen Arbeitsmarkt;07. Juni 2019;Ausländerpolitik; Zuwanderung; Wirtschaft;NA;NA;NA;NA;  0; 74;  0;16;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-06-07;0;-268;0;842;26,770
AfD;Einstufung als sichere Herkunftsstaaten: Maghreb-Staaten und Georgien;18. Januar 2019;Ausländerpolitik; Zuwanderung; Humanitäre Hilfe; Recht;NA;NA;NA; 80;  0;  0;11;1,00000000; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-01-18;0;-408;0;982;26,770
AfD;Beteiligung der Bundeswehr an der EU-Mission im Mittelmeer;07. Mai 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 71;  0;18;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-05-07;1;67;0;507;26,770
AfD; Änderung des Parteiengesetzes (PartG);15. Juni 2018;Öffentliche Finanzen; Steuern und Abgaben; Politisches Leben; Parteien;NA;NA;NA;  0; 79;  0;11;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-06-15;0;-625;0;1199;26,770
AfD;Höhere Förderung biologischer und umweltgerechter Landwirtschaft;13. November 2019;Landwirtschaft und Ernährung; Öffentliche Finanzen; Steuern und Abgaben; Umwelt;NA;NA;NA;  0; 79;  0;12;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-11-13;0;-109;0;683;26,770
AfD;Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta 2018/2019);26. April 2018;Verteidigung;NA;NA;NA;NA;NA;NA; 76;  5;  0;11;0,93827160; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-04-26;0;-675;0;1249;26,770
AfD; Verlängerung des Bundeswehreinsatzes in Mali (EUTM) (2018/2019);26. April 2018;Verteidigung;NA;NA;NA;NA;NA;NA;  0; 80;  0;11;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-04-26;0;-675;0;1249;26,770
AfD;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2018/2019);26. April 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 82;  0; 7;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-04-26;0;-675;0;1249;26,770
AfD;Stärkung des Menschenrechts auf Religionsfreiheit;19. Oktober 2018;Menschenrechte;NA;NA;NA;NA;NA;NA;  0; 80;  0;12;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-10-19;0;-499;0;1073;26,770
AfD;Bundeshaushalt 2018;05. Juli 2018;Haushalt;NA;NA;NA;NA;NA;NA;  0; 86;  0; 6;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-07-05;0;-605;0;1179;26,770
AfD;Abschließende Finanzhilfen für Griechenland;29. Juni 2018;Außenpolitik und internationale Beziehungen; Europapolitik und Europäische Union; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0; 80;  0;12;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-06-29;0;-611;0;1185;26,770
AfD;Verlängerung des Bundeswehreinsatzes im Mittelmeer (SEA GUARDIAN 2018/2019);22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 80;  0;10;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-03-22;0;-710;0;1284;26,770
AfD;Verlängerung des Anti-IS-Einsatzes der Bundeswehr im Irak und Syrien;24. Oktober 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 74;  0;15;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-10-24;0;-129;0;703;26,770
AfD;Verlängerung des Bundeswehreinsatzes im Südsudan (UNMISS 2017);13. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 87;  1;  0; 3;0,98863636; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2017-12-13;0;-809;0;1383;26,770
AfD;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2017/2018);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 86;  0; 3;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2017-12-12;0;-810;0;1384;26,770
AfD;Stärkung der deutsch-französischen Zusammenarbeit;26. September 2019;Außenpolitik und internationale Beziehungen; Europapolitik und Europäische Union; Verteidigung;NA;NA;NA;NA;  0; 72;  0;16;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-09-26;0;-157;0;731;26,770
AfD;Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID 2018/19);22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;154;  2;  0;18;0,98717949; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-03-22;0;-710;0;1284;26,770
AfD;Nachtragshaushalt 2020: Corona Konjunktur- und Krisenbewältigungspaket;02. Juli 2020;Gesellschaftspolitik; soziale Gruppen; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;  0; 86;  0; 3;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-07-02;1;123;0;451;26,770
AfD;Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung ;08. November 2018;Arbeit und Beschäftigung; Senioren; Soziale Sicherung;NA;NA;NA;NA;  0; 84;  0; 8;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-11-08;0;-479;0;1053;26,770
AfD;Verlängerung des Darfur-Einsatzes (UNAMID 2017);13. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 85;  4;  0; 3;0,95505618; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2017-12-13;0;-809;0;1383;26,770
AfD;Bekämpfung illegaler Beschäftigung verstärken;06. Juni 2019;Arbeit und Beschäftigung; Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA; 79;  1;  0;11;0,98750000; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-06-06;0;-269;0;843;26,770
AfD;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 82;  0; 8;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-05-09;0;-297;0;871;26,770
AfD;Neuregelung des Familiennachzugs zu subsidiär Schutzberechtigten;15. Juni 2018;Ausländerpolitik; Zuwanderung; Familie; Menschenrechte;NA;NA;NA;  0; 82;  0; 9;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-06-15;0;-625;0;1199;26,770
AfD;Verlängerung des Bundeswehreinsatzes im Libanon (2019-2020);28. Juni 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 44;  0; 7;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-06-28;0;-247;0;821;26,770
AfD;Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali 2020/2021);29. Mai 2020;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 81;  0; 8;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-05-29;1;89;0;485;26,770
AfD;Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR);14. Juni 2018;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  1; 76;  0;14;0,01298701; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-06-14;0;-626;0;1200;26,770
AfD;Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta 2020/2021);27. Mai 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA; 68; 10;  5; 6;0,87179487; 1;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2020-05-27;1;87;0;487;26,770
AfD;Globaler Pakt für Migration;29. November 2018;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung; Menschenrechte;NA;NA;NA;  0; 85;  0; 7;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-11-29;0;-458;0;1032;26,770
AfD;Haushalt für die Bundeskanzlerin und das Bundeskanzleramt;27. November 2019;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 83;  0; 7;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-11-27;0;-95;0;669;26,770
AfD;Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 81;  0; 8;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-05-09;0;-297;0;871;26,770
AfD;Gesetzesentwurf der Union zum Familiennachzug;01. Februar 2018;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;  1; 84;  0; 7;0,01176471; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2018-02-01;0;-759;0;1333;26,770
AfD;Verlängerung des Bundeswehreinsatzes im Kosovo (2019-2020);28. Juni 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 76;  0;14;0,00000000; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-06-28;0;-247;0;821;26,770
AfD;Reform des §219a - Informationen zum Schwangerschaftsabbruch ;21. Februar 2019;Gesellschaftspolitik; soziale Gruppen; Frauen; Recht;NA;NA;NA;  1; 73;  0;15;0,01351351; 0;1;2;1;AfD;2017-09-24;201709; 17,430;12,637;0,13258110;2019-02-21;0;-374;0;948;26,770
CDU/CSU;Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;228;  0;  0;18;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-05-09;0;-297;0;871;12,097
CDU/CSU;Einführung eines inklusiveren Wahlrechts;15. März 2019;Gesellschaftspolitik; soziale Gruppen; Politisches Leben; Parteien; Recht;NA;NA;218;  0;  0;28;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-03-15;0;-352;0;926;12,097
CDU/CSU;Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;235;  0;  0;10;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2017-12-12;0;-810;0;1384;12,097
CDU/CSU;Haushalt 2018 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes;04. Juli 2018;Öffentliche Finanzen; Steuern und Abgaben; Haushalt;NA;NA;NA;NA;238;  0;  0; 8;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-07-04;0;-606;0;1180;12,097
CDU/CSU;Erhöhung der Freigrenze beim Solidaritätszuschlag;14. November 2019;Neue Bundesländer; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;230;  0;  0;16;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-11-14;0;-108;0;682;12,097
CDU/CSU;Verlängerung des Anti-IS-Einsatzes der Bundeswehr im Irak;18. Oktober 2018;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;231;  0;  0;14;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-10-18;0;-500;0;1074;12,097
CDU/CSU;Verlängerung der Bundeswehrbeteiligung an NATO-Operation SEA GUARDIAN (2017);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;237;  0;  0; 9;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2017-12-12;0;-810;0;1384;12,097
CDU/CSU;Verlängerung des Anti-IS-Einsatzes der Bundeswehr im Irak und Syrien;24. Oktober 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;224;  0;  0;22;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-10-24;0;-129;0;703;12,097
CDU/CSU;Nachtragshaushalt 2020: Corona Konjunktur- und Krisenbewältigungspaket;02. Juli 2020;Gesellschaftspolitik; soziale Gruppen; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;242;  0;  0; 4;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-07-02;1;123;0;451;12,097
