Fraktion;Name;Date;Policy_area_1;Policy_area_2;Policy_area_3;Policy_area_4;Policy_area_5;Policy_area_6;Policy_area_7;Yes_party;No_party;Abstain_party;Absent_party;Yes_share;Party_yes;Opposition;Gov_votes;Gov_Yes;partyabbrev;edate;date;rile;pervote;Rel_Seats;Date_new;Corona;Corona_dur;Health;Days_next_ele;Rile_Dist
DIE GRÜNEN;Verlängerung des Bundeswehreinsatzes im Libanon (2019-2020);28. Juni 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 39;  1;  0; 2;0,97500000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-06-28;0;-247;0;821;11,718
DIE GRÜNEN;Verlängerung Ausbildungsfortsetzung Irak;12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 62; 58; 2;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2017-12-12;0;-810;0;1384;11,718
DIE GRÜNEN;"Verlängerung des Bundeswehreinsatzes in Südsudan (""Unmiss"")";21. März 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 61;  1;  0; 5;0,98387097; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-03-21;0;-346;0;920;11,718
DIE GRÜNEN;Verlängerung des Bundeswehreinsatzes im Südsudan (UNMISS 2017);13. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 64;  0;  0; 2;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2017-12-13;0;-809;0;1383;11,718
DIE GRÜNEN;Verlängerung des Anti-IS-Einsatzes der Bundeswehr im Irak und Syrien;24. Oktober 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 57;  0; 9;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-10-24;0;-129;0;703;11,718
DIE GRÜNEN;Beteiligung der Bundeswehr an der EU-Mission im Mittelmeer;07. Mai 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0;  5; 46; 9;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2020-05-07;1;67;0;507;11,718
DIE GRÜNEN;Stärkung des Menschenrechts auf Religionsfreiheit;19. Oktober 2018;Menschenrechte;NA;NA;NA;NA;NA;NA;  0;  0; 57; 9;NA;NA;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-10-19;0;-499;0;1073;11,718
DIE GRÜNEN;Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID 2018/19);22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;126;  2;  0; 6;0,98437500; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-03-22;0;-710;0;1284;11,718
DIE GRÜNEN;Verlängerung des Anti-IS-Einsatzes der Bundeswehr im Irak;18. Oktober 2018;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  1; 63;  0; 2;0,01562500; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-10-18;0;-500;0;1074;11,718
DIE GRÜNEN;Verstärkte deutsch-französische parlamentarische Zusammenarbeit;20. März 2019;Außenpolitik und internationale Beziehungen; Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA; 58;  0;  0; 9;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-03-20;0;-347;0;921;11,718
DIE GRÜNEN;Erhöhung des BAföGs;16. Mai 2019;Bildung und Erziehung;NA;NA;NA;NA;NA;NA;  0;  0; 57; 7;NA;NA;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-05-16;0;-290;0;864;11,718
DIE GRÜNEN;Erhöhung der Luftverkehrssteuer;15. November 2019;Energie; Öffentliche Finanzen; Steuern und Abgaben; Naturschutz; Verkehr;NA;NA;  0; 53;  0;14;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-11-15;0;-107;0;681;11,718
DIE GRÜNEN;Bundeshaushalt 2020;29. November 2019;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 58;  0; 7;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-11-29;0;-93;0;667;11,718
DIE GRÜNEN;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2018/2019);26. April 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 59;  3;  0; 2;0,95161290; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-04-26;0;-675;0;1249;11,718
DIE GRÜNEN;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA; 57;  3;  0; 5;0,95000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-05-09;0;-297;0;871;11,718
DIE GRÜNEN;Grundgesetzänderung zur stärkeren Entlastung der Kommunen in der COVID-19-Pandemie;17. September 2020;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten;NA;NA;NA; 62;  0;  0; 5;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2020-09-17;1;200;0;374;11,718
DIE GRÜNEN;Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali 2020/2021);29. Mai 2020;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0;  5; 48; 7;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2020-05-29;1;89;0;485;11,718
DIE GRÜNEN;Änderung des Marktorganisationsgesetzes;21. März 2019;Außenwirtschaft; Öffentliche Finanzen; Steuern und Abgaben; Staat und Verwaltung;NA;NA;NA;114;  0;  0;20;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-03-21;0;-346;0;920;11,718
DIE GRÜNEN;Bundeshaushalt 2019;23. November 2018;Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten; Wirtschaft;NA;NA;NA;  0; 63;  0; 3;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-11-23;0;-464;0;1038;11,718
DIE GRÜNEN;Abschließende Finanzhilfen für Griechenland;29. Juni 2018;Außenpolitik und internationale Beziehungen; Europapolitik und Europäische Union; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA; 60;  0;  0; 7;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-06-29;0;-611;0;1185;11,718
DIE GRÜNEN;Einführung einer Stiftung für Engagment und Ehrenamt;30. Januar 2020;Gesellschaftspolitik; soziale Gruppen;NA;NA;NA;NA;NA;  1;  0; 56; 6;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2020-01-30;0;-31;0;605;11,718
DIE GRÜNEN;Höhere Förderung biologischer und umweltgerechter Landwirtschaft;13. November 2019;Landwirtschaft und Ernährung; Öffentliche Finanzen; Steuern und Abgaben; Umwelt;NA;NA;NA;  0;  0; 53; 7;NA;NA;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-11-13;0;-109;0;683;11,718
DIE GRÜNEN;Aufnahme von EU-Beitrittsverhandlungen mit Nordmazedonien;26. September 2019;Europapolitik und Europäische Union;NA;NA;NA;NA;NA;NA; 58;  0;  0; 9;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-09-26;0;-157;0;731;11,718
DIE GRÜNEN;Gesetzesentwurf der Union zum Familiennachzug;01. Februar 2018;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;  0; 61;  0; 3;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-02-01;0;-759;0;1333;11,718
DIE GRÜNEN;Bekämpfung illegaler Beschäftigung verstärken;06. Juni 2019;Arbeit und Beschäftigung; Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0;  0; 60; 2;NA;NA;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-06-06;0;-269;0;843;11,718
DIE GRÜNEN;Gezielte Einwanderung in den deutschen Arbeitsmarkt;07. Juni 2019;Ausländerpolitik; Zuwanderung; Wirtschaft;NA;NA;NA;NA;  0; 60;  0; 7;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-06-07;0;-268;0;842;11,718
DIE GRÜNEN;Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA; 55;  3;  0; 7;0,94827586; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-05-09;0;-297;0;871;11,718
DIE GRÜNEN;Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung ;08. November 2018;Arbeit und Beschäftigung; Senioren; Soziale Sicherung;NA;NA;NA;NA;  1; 61;  0; 5;0,01612903; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-11-08;0;-479;0;1053;11,718
DIE GRÜNEN;Zugang zum Sozialschutz für Arbeitnehmer und Selbstständige verbessern;11. April 2019;Gesellschaftspolitik; soziale Gruppen; Soziale Sicherung;NA;NA;NA;NA; 61;  0;  0; 6;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-04-11;0;-325;0;899;11,718
DIE GRÜNEN;Nachtragshaushalt 2020: Corona Konjunktur- und Krisenbewältigungspaket;02. Juli 2020;Gesellschaftspolitik; soziale Gruppen; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;  2;  0; 63; 2;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2020-07-02;1;123;0;451;11,718
DIE GRÜNEN;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2020/2021);29. Mai 2020;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 50;  3;  0; 9;0,94339623; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2020-05-29;1;89;0;485;11,718
DIE GRÜNEN; Änderung des Parteiengesetzes (PartG);15. Juni 2018;Öffentliche Finanzen; Steuern und Abgaben; Politisches Leben; Parteien;NA;NA;NA;  0; 63;  0; 4;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-06-15;0;-625;0;1199;11,718
DIE GRÜNEN;Haushalt 2018 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes;04. Juli 2018;Öffentliche Finanzen; Steuern und Abgaben; Haushalt;NA;NA;NA;NA;  0; 60;  0; 5;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-07-04;0;-606;0;1180;11,718
DIE GRÜNEN;Verlängerung der Bundeswehrbeteiligung an NATO-Operation SEA GUARDIAN (2017);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 63;  0; 1;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2017-12-12;0;-810;0;1384;11,718
DIE GRÜNEN;Verlängerung des Bundeswehreinsatzes vor der libanesischen Küste (UNIFIL 2020/2021);17. Juni 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA; 61;  2;  0; 2;0,96825397; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2020-06-17;1;108;0;466;11,718
DIE GRÜNEN;Bundeshaushalt 2019: Etat des Bundeskanzleramtes;21. November 2018;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;NA;  0; 58;  0; 8;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-11-21;0;-466;0;1040;11,718
DIE GRÜNEN;Umsetzung der EU-Richtlinie: mehr Rechte für Arbeitnehmer:innen aus dem EU-Ausland;18. Juni 2020;Arbeit und Beschäftigung; Europapolitik und Europäische Union; Wirtschaft;NA;NA;NA;NA; 60;  0;  0; 7;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2020-06-18;1;109;0;465;11,718
DIE GRÜNEN;"Verlängerung des Bundeswehreinsatzes im Mittelmeer (""Sea Guardian"")";21. Februar 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0;120;  0;10;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-02-21;0;-374;0;948;11,718
DIE GRÜNEN;Verlängerung des Darfur-Einsatzes (UNAMID 2017);13. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 64;  1;  0; 2;0,98461538; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2017-12-13;0;-809;0;1383;11,718
DIE GRÜNEN; Verlängerung des Bundeswehreinsatzes in Mali (EUTM) (2018/2019);26. April 2018;Verteidigung;NA;NA;NA;NA;NA;NA; 58;  2;  0; 5;0,96666667; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-04-26;0;-675;0;1249;11,718
DIE GRÜNEN;Mehr Länderkompetenz bezüglich der Grundsteuer;18. Oktober 2019;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Raumordnung; Bau- und Wohnungswesen; Regionales; 60;  0;  0; 7;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-10-18;0;-135;0;709;11,718
DIE GRÜNEN;Diätenanpassung der Abgeordneten;13. Dezember 2017;Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;NA; 65;  1;  0; 1;0,98484848; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2017-12-13;0;-809;0;1383;11,718
DIE GRÜNEN;Reform des §219a - Informationen zum Schwangerschaftsabbruch ;21. Februar 2019;Gesellschaftspolitik; soziale Gruppen; Frauen; Recht;NA;NA;NA;  0; 64;  0; 2;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-02-21;0;-374;0;948;11,718
DIE GRÜNEN;Änderung des Bundeswahlgesetzes;08. Oktober 2020;Parlamentsangelegenheiten; Recht;NA;NA;NA;NA;NA;  0;128;  0; 6;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2020-10-08;1;221;0;353;11,718
DIE GRÜNEN;Anti-IS-Einsatz der Bundeswehr im Irak;22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 64;  0; 3;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-03-22;0;-710;0;1284;11,718
DIE GRÜNEN;Verlängerung der Ferkelkastration ohne Betäubung;29. November 2018;Landwirtschaft und Ernährung; Naturschutz;NA;NA;NA;NA;NA;  0; 62;  0; 5;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-11-29;0;-458;0;1032;11,718
DIE GRÜNEN;Beteiligung am Europäischen Corona-Stabilitätsmechanismus;14. Mai 2020;Europapolitik und Europäische Union; Gesundheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;118;  0;  0;16;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2020-05-14;1;74;0;500;11,718
DIE GRÜNEN;Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  1; 58;  2; 1;0,01694915; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2017-12-12;0;-810;0;1384;11,718
DIE GRÜNEN;Fortsetzung des Bundeswehreinsatzes in Darfur;21. März 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 60;  1;  0; 6;0,98360656; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-03-21;0;-346;0;920;11,718
DIE GRÜNEN;Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR);14. Juni 2018;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA; 53;  3;  0; 7;0,94642857; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-06-14;0;-626;0;1200;11,718
DIE GRÜNEN;Neuregelung des Familiennachzugs zu subsidiär Schutzberechtigten;15. Juni 2018;Ausländerpolitik; Zuwanderung; Familie; Menschenrechte;NA;NA;NA;  0; 61;  0; 6;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-06-15;0;-625;0;1199;11,718
DIE GRÜNEN;Stärkung der deutsch-französischen Zusammenarbeit;26. September 2019;Außenpolitik und internationale Beziehungen; Europapolitik und Europäische Union; Verteidigung;NA;NA;NA;NA; 58;  0;  0; 9;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-09-26;0;-157;0;731;11,718
DIE GRÜNEN;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2017/2018);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 62;  1;  0; 1;0,98412698; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2017-12-12;0;-810;0;1384;11,718
DIE GRÜNEN;Haushalt für die Bundeskanzlerin und das Bundeskanzleramt;27. November 2019;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 60;  0; 6;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-11-27;0;-95;0;669;11,718
DIE GRÜNEN;Fahrverbote für Dieselfahrzeuge einschränken;14. März 2019;Innere Angelegenheiten; Umwelt; Verkehr;NA;NA;NA;NA;  0; 60;  0; 7;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-03-14;0;-353;0;927;11,718
DIE GRÜNEN;Erhöhung der Freigrenze beim Solidaritätszuschlag;14. November 2019;Neue Bundesländer; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;  0; 59;  0; 7;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-11-14;0;-108;0;682;11,718
DIE GRÜNEN;Einstufung als sichere Herkunftsstaaten: Maghreb-Staaten und Georgien;18. Januar 2019;Ausländerpolitik; Zuwanderung; Humanitäre Hilfe; Recht;NA;NA;NA;  0; 65;  0; 2;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-01-18;0;-408;0;982;11,718
DIE GRÜNEN;Aufnahme von EU-Beitrittsverhandlungen mit Albanien;26. September 2019;Europapolitik und Europäische Union;NA;NA;NA;NA;NA;NA; 58;  0;  0; 9;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-09-26;0;-157;0;731;11,718
DIE LINKE;Umsetzung des Klimaschutzprogramms 2030;19. Dezember 2019;Energie; Umwelt; Wirtschaft;NA;NA;NA;NA;  0;118;  0;18;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-12-19;0;-73;0;647;32,574
DIE LINKE;Fortsetzung des Bundeswehreinsatzes in Afghanistan;13. März 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 46;  0;23;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-03-13;1;12;0;562;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes vor der libanesischen Küste (UNIFIL 2020/2021);17. Juni 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 63;  0; 6;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-06-17;1;108;0;466;32,574
DIE LINKE;Änderung des Grundgesetzes - Bildung, Bau und Verkehr;29. November 2018;Innere Angelegenheiten; Parlamentsangelegenheiten; Recht;NA;NA;NA;NA;124;  0;  0;14;1,00000000; 1;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-11-29;0;-458;0;1032;32,574
DIE LINKE;Bundeshaushalt 2019;23. November 2018;Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten; Wirtschaft;NA;NA;NA;  0; 58;  0;10;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-11-23;0;-464;0;1038;32,574
DIE LINKE; Verlängerung des Bundeswehreinsatzes im Mittelmeer (EUNAVFOR MED) (2018);14. Juni 2018;Verteidigung;NA;NA;NA;NA;NA;NA;  0;122;  0;14;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-06-14;0;-626;0;1200;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes im Libanon (2019-2020);28. Juni 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 45;  0; 0;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-06-28;0;-247;0;821;32,574
DIE LINKE;Corona-Maßnahmen: Aussetzung der Schuldenbremse - erster Nachtragshaushalt;25. März 2020;Humanitäre Hilfe; Gesellschaftspolitik; soziale Gruppen; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; 37;  0;  0;32;1,00000000; 1;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-03-25;1;24;0;550;32,574
DIE LINKE;Abschließende Finanzhilfen für Griechenland;29. Juni 2018;Außenpolitik und internationale Beziehungen; Europapolitik und Europäische Union; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0; 57;  0;12;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-06-29;0;-611;0;1185;32,574
DIE LINKE;Verlängerung des Anti-IS-Einsatzes der Bundeswehr im Irak;18. Oktober 2018;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 66;  0; 3;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-10-18;0;-500;0;1074;32,574
DIE LINKE;Einstufung als sichere Herkunftsstaaten: Maghreb-Staaten und Georgien;18. Januar 2019;Ausländerpolitik; Zuwanderung; Humanitäre Hilfe; Recht;NA;NA;NA;  0; 59;  0; 8;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-01-18;0;-408;0;982;32,574
DIE LINKE;Einsatz der Bundeswehr in Afghanistan verlängern;21. März 2019;Außenpolitik und internationale Beziehungen; Gesellschaftspolitik; soziale Gruppen; Verteidigung;NA;NA;NA;  0; 66;  0; 3;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-03-21;0;-346;0;920;32,574
DIE LINKE;Reform des §219a - Informationen zum Schwangerschaftsabbruch ;21. Februar 2019;Gesellschaftspolitik; soziale Gruppen; Frauen; Recht;NA;NA;NA;  0; 62;  0; 7;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-02-21;0;-374;0;948;32,574
DIE LINKE;Beteiligung am Europäischen Corona-Stabilitätsmechanismus;14. Mai 2020;Europapolitik und Europäische Union; Gesundheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0;  0; 98;26;NA;NA;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-05-14;1;74;0;500;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 59;  0; 6;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-05-09;0;-297;0;871;32,574
DIE LINKE;Ausschluss der NPD von der Parteienfinanzierung;26. April 2018;Innere Sicherheit; Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Politisches Leben; Parteien;NA; 56;  0;  0;13;1,00000000; 1;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-04-26;0;-675;0;1249;32,574
DIE LINKE;Nachtragshaushalt 2020: Corona Konjunktur- und Krisenbewältigungspaket;02. Juli 2020;Gesellschaftspolitik; soziale Gruppen; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;  0;  3; 49;10;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-07-02;1;123;0;451;32,574
DIE LINKE;Globaler Pakt für Migration;29. November 2018;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung; Menschenrechte;NA;NA;NA;  0; 62;  0; 7;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-11-29;0;-458;0;1032;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID 2018/19);22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0;104;  0;34;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-03-22;0;-710;0;1284;32,574
DIE LINKE;"Forsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer";13. März 2020;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 42;  0;23;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-03-13;1;12;0;562;32,574
DIE LINKE;Verlängerung der Bundeswehrbeteiligung an NATO-Operation SEA GUARDIAN (2017);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 63;  0; 6;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2017-12-12;0;-810;0;1384;32,574
DIE LINKE;Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung ;08. November 2018;Arbeit und Beschäftigung; Senioren; Soziale Sicherung;NA;NA;NA;NA;  0;  0; 52;10;NA;NA;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-11-08;0;-479;0;1053;32,574
